C1-;32;CM7,B+7;Em7,A7;Am7,D7;GM7,B+7;CM7,B+7;Em7,A7;Am7;Ds4&9
I1/A;32;A7s4;A7;A7s4;A7;A7s4;A7;A7s4;A7
A;32;A7s4;A7;A7s4;A7;A7s4;A7;A7s4;A7,(A7,Fm6)
B;32;CM7;Cm6;Bm7;Em7;Am7;Bm7;Cm7;(C&9,B&9),(Bb&9,B+7)
C2;32;CM7,B+7;Em7,A7;Am7,D7;GM7,B+7;CM7,B+7;Em7,A7;Am7;Em7
(1/2)I2/A;16;A7s4;A7;A7s4;A7
A;32;A7s4;A7;A7s4;A7;A7s4;A7;A7s4;A7,(A7,Fm6)
B;32;CM7;Cm6;Bm7;Em7;Am7;Bm7;Cm7;(C&9,B&9),(Bb&9,B+7)
C3;32;CM7,B+7;Em7,A7;Am7,D7;GM7,B+7;CM7,B+7;Em7,A7;Am7;Am7,Cm6
J;32;Em7;Em7,(Em7,N);Em7;Em7,N;Em7;Em7,(Em7,N);Em7;Em7,N
X/B;32;CM7;Cm6;Bm7;Em7;Am7;Bm7;Cm7;(C&9,B&9),(Bb&9,B+7)
C4;32;CM7,B+7;Em7,A7;Am7,D7;GM7,B+7;CM7,B+7;Em7,A7;Am7;C&9,B+7
C2;32;CM7,B+7;Em7,A7;Am7,D7;GM7,B+7;CM7,B+7;Em7,A7;Am7;Em7
I1+/A;32;A7s4;A7;A7s4;A7;A7s4;A7;A7s4;A7
