H;8;N,(N,%);N,(N,%);(N,%),(N,%)
I0;24;G,(G,%);F,(F,%);E7,(E7,%);Eb,(Fs4,%);G,(G,%);F,(F,%);E7,(E7,%);Eb,(Fs4,%)
(3/4)A;24;G;G;G;G;F;G
B<A;30;G;G,%;G;G;G;F;G;G
(5/4)P;40;F;G;F;G;Am;E;Cm;Gm;D;D
C;32;G;Gs4&9;G;F6;G;Gs4&9;G;F6
D;32;C;G;C;G;C,Em;Am7,C&9;F;F,G
I0;24;G,(G,%);F,(F,%);E7,(E7,%);Eb,(Fs4,%);G,(G,%);F,(F,%);E7,(E7,%);Eb,(Fs4,%)
(3/4)A;24;G;G;G;G;F;G
B<A;30;G;G,%;G;G;G;F;G;G
(5/4)P;40;F;G;F;G;Am;E;Cm;Gm;D;D
C;32;G;Gs4&9;G;F6;G;Gs4&9;G;F6
D;32;C;G;C;G;C,Em;Am7,C&9;F;F,G
X;32;Em;B+,(B+,B);G;C,(A7*,D);Eb;Eb;D;D
(5/4)P;48;F;G;F;G;Am;E;Cm;Gm;D;D;D;D
C;32;G;Gs4&9;G;F6;G;Gs4&9;G;F6
D;32;C;G;C;G;C,Em;Am7,C&9;F;F,G
I*;24;G,(G,%);F,(F,%);E7,(E7,%);Eb,(Fs4,%);G,(G,%);F,(F,%);E7,(E7,%);Eb,(F+M7s4,%)
