I1;32;Bm,G;D,A;Bm,G;D,A;Bm,G;D,A;G;G
(5/4)A1;40;Bm,G;D,A;Bm,G;As4,A;Bm,G;D,A;Bm,G;As4,A;G&9;G&9
A2;32;Bm,G;D,A;Bm,G;As4,A;Bm,G;D,A;Bm,G;As4,A
(3/4)B<A;24;G;G6,GM7;DM7,A&9;G&9;G;(Gs2,As4),(A,A)
C;32;D,G;Em,A;D,G;As4,A;D,G;A7,F#9d*;Bm,G;As4,A
(J/2)/I;16;Bm,G;D,A;Bm,G;As4,A
A2;32;Bm,G;D,A;Bm,G;As4,A;Bm,G;D,A;Bm,G;As4,A
(3/4)B<A;24;G;G6,GM7;DM7,A&9;G&9;G;(Gs2,As4),(A,A)
C;32;D,G;Em,A;D,G;As4,A;D,G;A7,F#9d*;Bm,G;As4,A
X;32;G;D;G;F#7,F#+;Em7;G;As4,A;As4,A
Y/C;32;D,G;Em,A;D,G;As4,A;D,G;A7,F#9d*;Bm,G;As4,A
C*;32;D,G;Em,A;D,G;As4,A;D,G;A7,F#9d*;Bm,G;As4,A
C;32;D,G;Em,A;D,G;As4,A;D,G;A7,F#9d*;Bm,G;As4,A
K/I0;32;Bm,G;D,A;Bm,G;D,A;Bm,G;D,A;Bm,G;D,A
L/I0;32;Bm,G;D,A;Bm,G;D,A;Bm,G;D,A;Bm,G;D,A
L/I0>;32;Bm,G;D,A;Bm,G;D,A;Bm,G;D,A;Bm,G;D,A
