H/8;4;N
I1-;32;Em;D6;CM7;CM7;Em;D6;CM7;CM7
J/I;32;Em;D6;CM7;CM7;Em;D6;CM7;CM7
A*-;32;Em7;Em7,(Em7,D);Em7;Em7,(Em7,D);Em7;Em7,(Em7,D);Em7;Em7,(Em7,D)
A';32;Em7;Em7,(Em7,D);Em7;Em7,(Em7,D);Em7;Em7,(Em7,D);Em7;Em7,(Em7,D)
B;36;CM7;G;D;Em;CM7;G;A;B7s4;(B,N),N
C1;32;Em;D6;CM7;G;Am7;G;Am7;Bm7,B7
(5/4)C2';40;Em;D6;CM7;G;Am7;G;Am7,C7;D7;CM7;CM7
I2;32;Em;D6;CM7;CM7;Em;D6;CM7;CM7
A';32;Em7;Em7,(Em7,D);Em7;Em7,(Em7,D);Em7;Em7,(Em7,D);Em7;Em7,(Em7,D)
B;36;CM7;G;D;Em;CM7;G;A;B7s4;(B,N),N
C1;32;Em;D6;CM7;G;Am7;G;Am7;Bm7,B7
C*';32;Em;D6;CM7;G;Am7;G;Am7,C7;D7
B;36;CM7;G;D;Em;CM7;G;A;B7s4;(B,N),N
C1-;32;Em;D6;CM7;G;Am7;G;Am7;Bm7,B7
(5/4)C3';40;Em;D6;CM7;G;Am7;G;Am7,C7;D7;CM7;CM7
I3;32;Em;D6;CM7;CM7;Em;D6;CM7;CM7
J'>;32;Em;D6;CM7;CM7;Em;D6;CM7;CM7
(1/2)J''>;16;Em;D6;CM7;CM7
