I;32;F#m7;F#m7,E;DM7;DM7,(Dm7,E);F#m7;F#m7,E;DM7;DM7,(Dm7,E)
A1;32;A;D;E;A,E;F#m;C#m;D;Es4,E
A2;32;A;D;E;A,E;F#m;C#m;D,E;A
B;32;Bm7;Bm7;F#m7;F#m7,E6;D;D,B7;Es4;E
C1;32;A;E;D;A,E;F#m7;B7;D;E
C2;32;A;E;D;A,E;F#m7;B7;D;E
J1;32;DM7;DM7;C#m7;C#m7;Bm7;E6;A;Es4
A1;32;A;D;E;A,E;F#m;C#m;D;Es4,E
A2;32;A;D;E;A,E;F#m;C#m;D,E;A
B;32;Bm7;Bm7;F#m7;F#m7,E6;D;D,B7;Es4;E
C1;32;A;E;D;A,E;F#m7;B7;D;E
C2;32;A;E;D;A,E;F#m7;B7;D;E
I;32;F#m7;F#m7,E;DM7;DM7,(Dm7,E);F#m7;F#m7,E;DM7;DM7,(Dm7,E)
X<I;32;F#m7;F#m7,E;DM7;DM7,C#m7;Bm7;B7;Es4;E
C1;32;A;E;D;A,E;F#m7;B7;D;E
C2;32;A;E;D;A,E;F#m7;B7;D;E
J2;32;DM7;DM7;C#m7;C#m7;Bm7;E6;A;A
