I-|I1;32;Eb;Ab;Ab6;Eb,Eb6;Eb;Ab;B;C#
C1-;32;Eb;Bb;Cm;Gm;Ab;Eb;Ab,Ab6;B,C#
(5/4)C2-;44;Eb;Bb;Cm;Gm;Ab;Eb;Fm7;Bb7s4,N;Ab&9;Eb,F9d*;Ab6,(N,Ab6)
A;32;Eb;Ab;Ab6;Eb;Fm7;Ab&9;Eb;Bb7s2s4
B<A;32;Eb;Ab;Ab6;Eb,Eb7;Ab&9,(Ab&9,EbM7);Fm7,Bb7s4;Eb;B,C#
C1;32;Eb;Bb;Cm;Gm;Ab;Eb;Ab,Ab6;B,C#
(5/4)C2;44;Eb;Bb;Cm;Gm;Ab;Eb;Fm7;Bb7s4,N;Ab&9;Eb,F9d*;Ab6,(N,Ab6)
A;32;Eb;Ab;Ab6;Eb;Fm7;Ab&9;Eb;Bb7s2s4
B<A;32;Eb;Ab;Ab6;Eb,Eb7;Ab&9,(Ab&9,EbM7);Fm7,Bb7s4;Eb;B,C#
C1;32;Eb;Bb;Cm;Gm;Ab;Eb;Ab,Ab6;B,C#
(5/4)C3;44;Eb;Bb;Cm;Gm;Ab;Eb;Fm7;Bb7s4,N;Ab&9;Eb,F9d*;Ab6,(N,F&9)
X1;32;CM7;Bm7,E7;Am7,(Am7,Abm);Gm,C;FM7,Ab9d*;C,A7;D7;Ab6,(Bb7s4,Bb7)
X2&(Y/2);48;CM7;Bm7,E7;Am7,(Am7,Abm);Gm,C;FM7;D7,B7;C;A7;Dm7;G7s4;Ab&9;Bb6
I'2;32;Eb;Ab;Ab6;Eb,Eb6;Eb;Ab;BM7;C#6
C1--;32;Eb;Bb;Cm;Gm;Ab;Eb;Ab,Ab6;B,C#
C4-;32;Eb;Bb;Cm;Gm;Ab;Eb;Fm7;G+7,(B7,B+7)
C1#;32;E;B;C#m;Abm;A;E;F#m7;C,D
C*#;32;E;B;C#m;Abm;A;E;F#m7;B7s4,N
D<C;32;F#7;Am6;EM7;Eb9d*;F#m7,(N,A&9);A&9;N;N
