H/4;8;Bb+,FM7;Bb+,N
I0;32;Bb;Ab;Bb;Ab,Eb;Bb;Ab;Bb;Ab,Eb
A;32;Bb;Ab;Bb;Ab,Eb;Bb;Ab;Bb;Bb
B1;32;Gm;Gm;C;C;Eb;Eb;C#;F
C0;32;Bb;F#;Eb;C#,(Fm,F);Bb;F#;Eb;C#,(Fm,F)
(3/4)D*<C0;24;Gm,F;Eb,Gm6;Cm6;F;(Bbm,N),N;N
A;32;Bb;Ab;Bb;Ab,Eb;Bb;Ab;Bb;Bb
B2;34;Gm;Gm;C;C;Eb;Eb;C#;F;N,%
C0;32;Bb;F#;Eb;C#,(Fm,F);Bb;F#;Eb;C#,(Fm,F)
(1/2)D<C0;16;Gm,F;Eb,Gm6;Cm6;F
X;32;C#;Ab;B;F#;A;A;Ab;Ab
C*~;36;Bb;F#;Eb;C#,(Fm,F);Bb;F#;Eb;C#,(Fm,F);N
C0#;32;B;G;E;D,(F#m,F#);B;G;E;D,(F#m,F#)
C0#;32;B;G;E;D,(F#m,F#);B;G;E;D,(F#m,F#)
(1/2)D#<C0#;16;Abm,F#;E,Abm6;C#m6;F#
I0#;32;B;A;B;A,E;B;A;B;A,E
H'/4;8;B+,F#M7;N
