(3/8)I;12;Abm;(Abm,Eb),Eb;Eb
M0;32;Ab7;Ab7;F#7;(F#7,G7),Ab7;Ab7;Ab7;F#7;(F#7,G7),Ab7
M0+;32;Ab7;Ab7;F#7;(F#7,G7),Ab7;Ab7;Ab7;F#7;(F#7,G7),Ab7
A1;32;Ab;Ab;F#;F#;E;E;Eb;Eb
A'2;32;Ab;Ab;F#;F#;E;E;Eb;Eb
C;32;Ab;Ab;G;G;Cm;Cm;Bbm;Eb7
C';32;Ab;Ab;G;G;Cm;Cm;Bbm;Eb7
X0/M0;32;Ab7;Ab7;F#7;(F#7,G7),Ab7;Ab7;Ab7;F#7;(F#7,G7),Ab7
M0+;32;Ab7;Ab7;F#7;(F#7,G7),Ab7;Ab7;Ab7;F#7;(F#7,G7),Ab7
Y/2;16;Abm7;Abm7;Abm7;Abm7
A1;32;Ab;Ab;F#;F#;E;E;Eb;Eb
A'2;32;Ab;Ab;F#;F#;E;E;Eb;Eb
C;32;Ab;Ab;G;G;Cm;Cm;Bbm;Eb7
C';32;Ab;Ab;G;G;Cm;Cm;Bbm;Eb7
(5/8)L;20;Ab,Ab7s4;Ab,BM7;Ab,B;Bb,A;Ab,N
