I/2;16;G;G;C;C
(3/2)A1;48;C&9,C;CM7,C;Dm&9,Dm;DmM7,(Fm6,G7);C&9,C;CM7,C;Dm&9,Dm;DmM7,(Fm6,G7);C&9,C;CM7,C;Dm&9,Dm;DmM7,(Fm6,G7)
(3/2)A2';48;C&9,C;CM7,C;Dm&9,Dm;DmM7,(Fm6,G7);C&9,C;CM7,C;Dm&9,Dm;DmM7,(Fm6,G7);C&9,C;CM7,C;C#6;Eb7,(Eb7s2,Eb7)
C;32;C#M7;Eb7;Cm7;Fm7;C#M7;Eb7;Cm7;Fm7
D;32;Bbm7;Eb6,Eb7;Cm7;(F+7,F7),(F7s4,F7)Bb;Bbm;Eb6,Eb7;Ab;G7,(N,G7)
(3/2)A1;48;C&9,C;CM7,C;Dm&9,Dm;DmM7,(Fm6,G7);C&9,C;CM7,C;Dm&9,Dm;DmM7,(Fm6,G7);C&9,C;CM7,C;Dm&9,Dm;DmM7,(Fm6,G7)
(3/2)A1';48;C&9,C;CM7,C;Dm&9,Dm;DmM7,(Fm6,G7);C&9,C;CM7,C;Dm&9,Dm;DmM7,(Fm6,G7);C&9,C;CM7,C;Dm&9,Dm;DmM7,(Fm6,G7)
X;32;FM7;G7;(CM7,Em7),(CM7,Em7);(Am7,CM7),Am7;FM7;G7;(C,CM7),(C,CM7);Am7
Y;32;Dm7;G7;Em7;A;Dm7;G7;Em7,C;CM7,C
C;32;C#M7;Eb7;Cm7;Fm7;C#M7;Eb7;Cm7;Fm7
D*;32;Bbm7;Eb6,Eb7;Cm7;(F+7,F7),(F7s4,F7)Bb;Bbm;Eb6,Eb7;Cm7;F
C;32;C#M7;Eb7;Cm7;Fm7;C#M7;Eb7;Cm7;Fm7
D;32;Bbm7;Eb6,Eb7;Cm7;(F+7,F7),(F7s4,F7)Bb;Bbm;Eb6,Eb7;Ab;G7,(N,G7)
L/4;8;C;C
