I-;32;F,Cs4;Bb,F;F,Cs4;Bb,F;F,Cs4;Bb,F;F,Cs4;Bb,F
I;32;F,Cs4;Bb,F;F,Cs4;Bb,F;F,Cs4;Bb,F;F,Cs4;Bb,F
A0;32;F,Cs4;Bb,F;F,Cs4;C;F,Cs4;Bb,F;F,Cs4;C
B;36;Bb;F;Gm7;F;Bb;F;Gm7;Gm7;C
C1;32;F,C;Bb,(Bb,C);F,C;Bb,(Bb,C);F,C;Bb,(Bb,C);C#M7,Eb6;F
I|;16;F,Cs4;Bb,F;F,Cs4;Bb,F
A0;32;F,Cs4;Bb,F;F,Cs4;C;F,Cs4;Bb,F;F,Cs4;C
B;36;Bb;F;Gm7;F;Bb;F;Gm7;Gm7;C
C2;32;F,C;Bb,(Bb,C);F,C;Bb,(Bb,C);F,C;Bb,(Bb,C);C#M7,Eb6;C#
X/2;16;C#;Ab;F#;C#,(C#,Eb)
Y;32;Fm7;C;Ebm6;Bb;Bbm;F;Gm7;C
C1;32;F,C;Bb,(Bb,C);F,C;Bb,(Bb,C);F,C;Bb,(Bb,C);C#M7,Eb6;F
C3+;32;F,C;Bb,(Bb,C);F,C;Bb,(Bb,C);F,C;Bb,(Bb,C);C#M7,Eb6;F
I+;32;F,Cs4;Bb,F;F,Cs4;Bb,F;F,Cs4;Bb,F;F,Cs4;Bb,F
(3/4)I*+;24;F,Cs4;Bb,F;F,Cs4;Bb,F;F,Cs4;Bb,(F,N)
