I/A;32;F#m7;BM7;F#m7;BM7;F#m7;BM7;F#m7;BM7
A;32;F#m7;BM7;F#m7;BM7;F#m7;BM7;F#m7;BM7
A';32;F#m7;BM7;F#m7;BM7;F#m7;BM7;F#m7;BM7
B;32;Bm;F#m;C#d9*,C#7;F#m;Bm7;A;D7;C#7
C1;32;F#m ;Ab7;GM7;F#m7;F#m ;Ab7;GM7;F#m7
(1/2)J;16;N;N;N;N
A;32;F#m7;BM7;F#m7;BM7;F#m7;BM7;F#m7;BM7
A';32;F#m7;BM7;F#m7;BM7;F#m7;BM7;F#m7;BM7
B;32;Bm;F#m;C#d9*,C#7;F#m;Bm7;A;D7;C#7
C1;32;F#m ;Ab7;GM7;F#m7;F#m ;Ab7;GM7;F#m7
C2;32;F#m ;Ab7;GM7;F#m7;F#m ;Ab7;GM7;F#m7
C1-;32;F#m ;Ab7;GM7;F#m7;F#m ;Ab7;GM7;F#m7
C*_;28;F#m ;Ab7;GM7;F#m7;F#m ;Ab7;GM7;[F#m7]
K;40;Bm;C#m7;DM7;C#m7;Bm7;C#m7;DM7;DM7;DM7;DM7
