I/2;16;Bbm7;Ebs4;Bbm7;Eb7
C;32;Ab,Eb;Fm,Ab;C#,Ab;(Bbm,C#),Eb;Ab,Eb;Fm,Ab;C#,Ab;(Bbm,C#),Eb
J/2;16;Ab;C#;Gm7;C7
A1;32;Ab;Eb;Cm,Fm;Bbm,Eb;Ab;Eb;Cm,Fm;Bbm,Eb
B;32;Bbm7;C#&9;Bbm7;Fm7,(Eb,C#);Cm7;Fm7,(Eb6,Ab6);C#M7,Ab6;Bbm7,Eb7
A1;32;Ab;Eb;Cm,Fm;Bbm,Eb;Ab;Eb;Cm,Fm;Bbm,Eb
B;32;Bbm7;C#&9;Bbm7;Fm7,(Eb,C#);Cm7;Fm7,(Eb6,Ab6);C#M7,Ab6;Bbm7,Eb7
C;32;Ab,Eb;Fm,Ab;C#,Ab;(Bbm,C#),Eb;Ab,Eb;Fm,Ab;C#,Ab;(Bbm,C#),Eb
(1/2)K<C;16;Am,D;Ab,C#;C7s2;C7s2
A2~;32;F6;C7s4;Am7,Dm7;Gm7,C;F6;C7s4;Am7,Dm7;Eb
A~|A1'';32;Ab6;Ebs4;Cm7,Fm7;Bbm7,Eb;Ab6;Ebs4;Cm7,Fm7;Bbm7,Eb
B*;28;Bbm7;C#&9;Bbm7;Fm7,(Eb,C#);Cm7;Fm7,(Eb6,Ab6);C#M7,Ab6;[Bbm7,Eb7]
(1/2)I<B;16;Bbm7;Ebs4;Bbm7;Eb7
C+;32;Ab,Eb;Fm,Ab;C#,Ab;(Bbm,C#),Eb;Ab,Eb;Fm,Ab;C#,Ab;(Bbm,C#),Eb
C#+;32;Bb,F;Gm,Bb;Eb,Bb;(Cm,Eb),F;Bb,F;Gm,Bb;Eb,Bb;(Cm,Eb),F
J#*;36;Bb;Eb;Am7;D7;Bb;Eb;Am7;D7;N
