I/2;16;Dm7;G7;Bb&9;FM7
J1/C;32;Dm7;G7;Bb&9;FM7;Dm7;G7;Bb&9;FM7
A;32;Dm7;G7;Bb&9;FM7;Dm7;G7;Bb&9;FM7
B;32;BbM7;C7,A7d9*;Am7;D7s4,D7;BbM7;Am7;Bbs4;F,F+
C;32;Dm7;G7;Bb&9;FM7;Dm7;G7;Bb&9;FM7
A';32;Dm7;G7;Bb&9;FM7;Dm7;G7;Bb&9;FM7
B;32;BbM7;C7,A7d9*;Am7;D7s4,D7;BbM7;Am7;Bbs4;F,F+
C;32;Dm7;G7;Bb&9;FM7;Dm7;G7;Bb&9;FM7
I/2;16;Dm7;G7;Bb&9;FM7
J2/C;32;Dm7;G7;Bb&9;FM7;Dm7;G7;Bb&9;FM7
C;32;Dm7;G7;Bb&9;FM7;Dm7;G7;Bb&9;FM7
C;32;Dm7;G7;Bb&9;FM7;Dm7;G7;Bb&9;FM7
(5/4)J*/C;40;Dm7;G7;Bb&9;FM7;Dm7;G7;Bb&9;FM7;Bb&9;FM7
