-;4;N
I/C;32;Eb6;Bb6;Eb6;Bb6;Eb6;Bb6;C6;F,(F,N)
A;32;Bb6;Bb6;Eb;(Cm,C),F;Bb6;Bb6;Eb,C7*;F
(3/4)B;24;Cm;F7,Bb;Eb;Cm,F;Bb7,N;(N,F),(Bb,N)
C;32;Ebs4;Bbm6,Bb7;Ebs4;Bbm6,Bb7;Eb7;Bb6;C6;F
A;32;Bb6;Bb6;Eb;(Cm,C),F;Bb6;Bb6;Eb,C7*;F
(3/4)B*;24;Cm;F7,Bb;Eb;Cm,F;Bb7,N;(N,F),(Bb,Eb)
X/C#;32;F7,(F7,Fm6);C6;F7;Cm6;F7;C6;D6;G
I/C;32;Eb6;Bb6;Eb6;Bb6;Eb6;Bb6;C6;F,(F,N)
A';32;Bb6;Bb6;Eb;(Cm,C),F;Bb6;Bb6;Eb,C7*;F
(3/4)B';24;Cm;F7,Bb;Eb;Cm,F;Bb7,N;(N,F),(Bb,N)
C';32;Ebs4;Bbm6,Bb7;Ebs4;Bbm6,Bb7;Eb7;Bb6;C6;F
A';32;Bb6;Bb6;Eb;(Cm,C),F;Bb6;Bb6;Eb,C7*;F
(3/4)B';24;Cm;F7,Bb;Eb;Cm,F;Bb7,N;(N,F),(Bb,N)
I#/C;32;F6;C6;F6;C6;F6;C6;D6;G,(G,N)
AA'#;32;C6;C6;F;(Dm,D),F;C6;C6;F,D7*;G
BB'*#;36;Dm;G7,C;F;Dm,G;C7,N;(N,G),(C,N);(G,Eb),(Bb,F);(C,Eb),C;C
