I/2;16;G,D;Em7,(Ds4,D);C,(Ds4,D);G,(Ds4,D)
C1;32;G,D;Em7;C,G;Am,(Am,CM7);D,B9d*;Em,A7;Am7,D7;G,(Ds4,D)
I/2;16;G,D;Em7,(Ds4,D);C,(Ds4,D);G,(Ds4,D)
C2;32;G,D;Em7;C,G;Am,(Am,CM7);D,B9d*;Em,A7;Am7,D7;G,(G,N)
D;32;F,C;G;F,C;G;F,C;G;F,C;Ds4,(D,N)
C1;32;G,D;Em7;C,G;Am,(Am,CM7);D,B9d*;Em,A7;Am7,D7;G,(Ds4,D)
I/2;16;G,D;Em7,(Ds4,D);C,(Ds4,D);G,(Ds4,D)
C2;32;G,D;Em7;C,G;Am,(Am,CM7);D,B9d*;Em,A7;Am7,D7;G,(G,N)
D;32;F,C;G;F,C;G;F,C;G;F,C;Ds4,(D,N)
(5/4)C*-_;36;G,D;Em7;C,G;Am,(Am,CM7);D,B9d*;Em,A7;Am7,D7;Em7;Am7,D6;[G,D]
I*-/2;16;G,D;Em7,(Ds4,D);C,(Ds4,D);G,N
