I;32;A6;E7s4,D6;A6;E7s4;A6;E7s4,D6;A6;(DM7,E7),E7
A;32;DM7;C#m7;Bm7,E7;AM7;DM7;C#m7;Bm7,E7;AM7
B1;32;Bm7;Bm7;C#m7;C#m7;Bm7;Bm7;Es4;E
A';32;DM7;C#m7;Bm7,E7;AM7;DM7;C#m7;Bm7,E7;AM7
B2;32;Bm7;Bm7;C#m7;C#m7;Bm7;Bm7;Dm7;E7
C2;32;AM7;F#9*;Bm7;Dm7;C#m7;F#7;Bm7;E7
|I;16;A6;E7s4,D6;A6;(DM7,E7),E7
A;32;DM7;C#m7;Bm7,E7;AM7;DM7;C#m7;Bm7,E7;AM7
B2+;32;Bm7;Bm7;C#m7;C#m7;Bm7;Bm7;Dm7;E7
C1+;32;AM7;F#9*;Bm7;Dm7;C#m7;F#7;Bm7;E7
C2+;32;AM7;F#9*;Bm7;Dm7;C#m7;F#7;Bm7;E7
X;32;Dm7;Dm7;AM7;AM7;Dm7;Dm7;FM7;A6
B2+;32;Bm7;Bm7;C#m7;C#m7;Bm7;Bm7;Dm7;E7
C1+;32;AM7;F#9*;Bm7;Dm7;C#m7;F#7;Bm7;E7
C2+;32;AM7;F#9*;Bm7;Dm7;C#m7;F#7;Bm7;E7
I*;44;A6;E7s4,D6;A6;E7s4;A6;E7s4,D6;A6;(DM7,E7),E7;Gm7;A6;A6
