I|;16;F,A7;Dm,F;Bb&9;Bb&9,N
J0;32;Dm;C;Bb;C;Dm;C;Bb;C
A1;32;Dm;Am;Bb;F;Dm;Am;Bb;C
A2;32;Dm;Am;Bb;F;Dm;Am;Bb;Cs4,C
B;36;F;C7;F;Gm7;Gm7;Am7;Bb,Dm6;Cs4,C;A7d9*
C;32;F,A7*;Dm,F;Bb,F;Gm,C;F,A7*;Dm,F;Bb,F;Gm7,A7
D;32;Dm;F;G;Gm;Bb;C;Fs4;F
J0;32;Dm;C;Bb;C;Dm;C;Bb;C
A2;32;Dm;Am;Bb;F;Dm;Am;Bb;Cs4,C
B;36;F;C7;F;Gm7;Gm7;Am7;Bb,Dm6;Cs4,C;A7d9*
C;32;F,A7*;Dm,F;Bb,F;Gm,C;F,A7*;Dm,F;Bb,F;Gm7,A7
D;32;Dm;F;G;Gm;Bb;C;Fs4;F
E0;32;Bb;Bb;F;F;Bb;Bb;F;F
F|B~;36;Gm7;C7;F9*;D+,D7;Gm7;Am7;BbM7,Dm6;Cs4,C;A7d9*
C;32;F,A7*;Dm,F;Bb,F;Gm,C;F,A7*;Dm,F;Bb,F;Gm7,A7
D;32;Dm;F;G;Gm;Bb;C;Fs4;F
I;32;F,A7;Dm,F;Bb&9;Bb&9;Fs2s4;Fs2s4;Fs2s4;N
