I;32;Em;D;Em;D;Em;D;Em;D
A;32;Em7;D6;CM7;Bm7;Em7;D6;CM7;Bm7
B;32;Em7;D6;Em7;D6;Em7;D6;Em7;Am7,Bm7
C;32;Em7;Bm7;Em7;Bm7;Em7;Bm7;Em7;Bm7
I;32;Em;D;Em;D;Em;D;Em;D
A;32;Em7;D6;CM7;Bm7;Em7;D6;CM7;Bm7
B;32;Em7;D6;Em7;D6;Em7;D6;Em7;Am7,Bm7
C;32;Em7;Bm7;Em7;Bm7;Em7;Bm7;Em7;Bm7
J;32;Em7;Bm7;Em7;Bm7;Em7;Bm7;Bm7;Bm7
(3/2)X;48;C;C,(C,Gm6);Bm;Bm;C;C,(C,Gm6);Bm;Bm;C;C,(C,Gm6);Bm;Am,Bm
C;32;Em7;Bm7;Em7;Bm7;Em7;Bm7;Em7;Bm7
C;32;Em7;Bm7;Em7;Bm7;Em7;Bm7;Em7;Bm7
(5/4)D;40;Em7;Bm7;Em7;Bm7;Em7;Bm7;Em7;Bm7;Em7;Bm7
D0;32;Em7;Bm7;Em7;Bm7;Em7;Bm7;Em7;Bm7
L/D;32;Em7;Bm7;Em7;Bm7;Em7;Bm7;Em7;Bm7
L/D>;32;Em7;Bm7;Em7;Bm7;Em7;Bm7;Em7;Bm7
(1/2)L/D>;16;Em7;Bm7;Em7;Bm7
