I/2;16;C,Em;Am,C;F;G
J;32;C;Em;F;G;C;Em;F;G
A;32;C;Em;Am;Em;Dm7,G7;C;D7;G
B;32;C;Em;Am;C7;F;Em,Am;D7,G;C
P;32;F;Fm;Em7;A7;Dm7;D7;Gs4;G
C1;32;C;G,E;Am;Gm6,C7;F;Em,Am;D7;G,G7
C2;32;C;G,E;Am;Gm6,C7;F;Em,Am;Dm7;G7s4
I/2;16;C,Em;Am,C;F;G
A;32;C;Em;Am;Em;Dm7,G7;C;D7;G
B;32;C;Em;Am;C7;F;Em,Am;D7,G;C
P;32;F;Fm;Em7;A7;Dm7;D7;Gs4;G
C1;32;C;G,E;Am;Gm6,C7;F;Em,Am;D7;G,G7
C2;32;C;G,E;Am;Gm6,C7;F;Em,Am;Dm7;G7s4
X/P;32;F;Fm;Em7;A7;Dm7;D7;Gs4;G
C1-;32;C;G,E;Am;Gm6,C7;F;Em,Am;D7;G,G7
C2;40;C;G,E;Am;Gm6,C7;F;Em,Am;Dm7;Dm7;G7s4;G7s4
K?J~;32;C;Em;F;G;C;Em;F;G
I*/2;20;C,Em;Am,C;F;C;C
