I0;32;(F,D),F;(D,F),G;(F,D),F;(D,F),D;(F,D),F;(D,F),G;(F,D),F;(D,F),D
A~;32;(F,D),F;(D,F),G;(F,D),F;(D,F),D;(F,D),F;(D,F),G;(F,D),F;(D,F),D
(3/2)C~*-;48;G;A;(F,D),F;(D,F),D;(F,D),F;(D,F),D;G;A;(F,D),F;(D,F),D;(F,D),F;(D,F),D
J/4;8;N;N
A1;32;D,(D,C);C,(D,F);D,(D,C);C,D;D,(D,C);C,(D,F);D,(D,C);C,D
B1;32;D,(D,C);C,(D,F);D,(D,C);C,D;D,(D,C);C,(D,F);D,(D,C);C,D
(3/2)C1;48;G;A;D;D;D;D;G;A;D;D;D;D
I~+;32;(F,D),F;(D,F),G;(F,D),F;D;(F,D),F;(D,F),G;(F,D),F;D
A2;32;D,(D,C);C,(D,F);D,(D,C);C,D;D,(D,C);C,(D,F);D,(D,C);C,D
B2;32;D,(D,C);C,(D,F);D,(D,C);C,D;D,(D,C);C,(D,F);D,(D,C);C,D
(3/2)C2;48;G;A;D;D;D;D;G;A;D;D;D;D
X;32;E;E;E;E;E;E;E;E
Y/X;32;E;E;E;E;E;E;E;E
A3;32;D,(D,C);C,(D,F);D,(D,C);C,D;D,(D,C);C,(D,F);D,(D,C);C,D
B3;32;D,(D,C);C,(D,F);D,(D,C);C,D;D,(D,C);C,(D,F);D,(D,C);C,D
(3/2)C3;48;G;A;D;D;D;D;G;A;D;D;D;D
I0;32;(F,D),F;(D,F),G;(F,D),F;(D,F),D;(F,D),F;(D,F),G;(F,D),F;(D,F),D
(5/4)A*~;40;(F,D),F;(D,F),G;(F,D),F;(D,F),D;(F,D),F;(D,F),G;(F,D),F;(D,F),D;D;D
