(5/8)I*/C|;20;C,G;Am,G;F,C;Dm7,G7s4;G7s4
A1;32;C;E7;Am;C7;F;Em7,Am;Dm7;Gs4,G
A2;32;C;E7;Am;C7;F;Em7,Am;Dm7,G7;C,C7
B;32;FM7;Em7;Dm7,E7;Am,C7;FM7;Em7,Am;Dm7;G,(G6,G7)
C1;32;C,G;Am,G;F,C;Dm7,G7s4;Em7;Am7;Dm7;G,(G6,G7)
C2;32;C,G;Am,G;F,C;Dm7,G7s4;Em7;Am7;Dm7;(G7s4,G7),(G7s4,G7)
(1/4)I/C|;16;C,G;Am,G;F,C;Dm7,G7s4
A1;32;C;E7;Am;C7;F;Em7,Am;Dm7;Gs4,G
A2;32;C;E7;Am;C7;F;Em7,Am;Dm7,G7;C,C7
B;32;FM7;Em7;Dm7,E7;Am,C7;FM7;Em7,Am;Dm7;G,(G6,G7)
C1;32;C,G;Am,G;F,C;Dm7,G7s4;Em7;Am7;Dm7;G,(G6,G7)
C2;32;C,G;Am,G;F,C;Dm7,G7s4;Em7;Am7;Dm7;(G7s4,G7),(G7s4,G7)
X;32;Fm7;Gm7;C;C;Fm7;Gm7;Dm7;(G7s4,G7),(G7s4,G7)
C1-;32;C,G;Am,G;F,C;Dm7,G7s4;Em7;Am7;Dm7;G,(G6,G7)
C2;32;C,G;Am,G;F,C;Dm7,G7s4;Em7;Am7;Dm7;(G7s4,G7),(G7s4,G7)
(6/8)I**/C|;24;C,G;Am,G;F,C;Dm7,G7s4;G7,C;C
