-;2;%,N
I;32;C&9;C&9;F6;F6;C&9;C&9;F6;F6
J;32;C&9;G6;Am7;G7,G6;C&9;G6;Am7;G7,G6
A1;32;C&9;F6;G7,G6;F,(C,G);Am7;D7,D6;Gs4,G;Gs2,G
A2;32;C&9;F6;G7,G6;F,(C,G);Am7;D7,D6;Gs4,G;Gs2,(G,G7)
(5/4)B;40;Em7;Am7;Dm7;G,(G,G7);Em7;Am7;Dm7,C;FM7,D7;C,Cs2;G,Gs4
C;32;C;C;F6;F6,(F6,C);F6;C&9;Dm7;G7
D<C;32;C;C7;F6;Fm6;C;D7;Dm7;Gs2s4
|J;16;C&9;G6;Am7;G7,G6
A|A2+;32;C&9;F6;G7,G6;F,(C,G);Am7;D7,D6;Gs4,G;Gs2,(G,G7)
(5/4)B;40;Em7;Am7;Dm7;G,(G,G7);Em7;Am7;Dm7,C;FM7,D7;C,Cs2;G,Gs4
C;32;C;C;F6;F6,(F6,C);F6;C&9;Dm7;G7
D<C;32;C;C7;F6;Fm6;C;D7;Dm7;Gs2s4
K/2;16;C,Bb6;Bb6;C,Bb6;Bb6
X;32;F&9;G7;Em7;Am7;Dm7;C&9;F;G
Y;40;Em7;Am7;Em7;Am7;Dm7;C&9;F;Gs4;(G7,N),N;A7
C#;32;D;D;G6;G6,(G6,D);G6;D&9;Em7;A7
D*#<C#;32;D;D7;G6;Gm6;D;E7;Em7;A7,N
J~#;32;D;A7,A6;Bm7;A7,A6;Ds2;(A7,A6),(A7,As4);Bm7;(A7,A6),(A,A6)
L/2;16;D;D;D;D
