-;4;N
I1;34;C,Bb;F,(F,Bb);(N,C),Bb;F,(F,G);C,Bb;F,(F,Bb);(Bb,Am),G;(Em,F),Gs4;Gs4,%
A;32;C,F;C,Gs2;C,F;C,Gs2;C,F;C,Gs2;C,F;C,G
B;32;Bb;Am7;Dm7,(Em7,F);F;Dm;C;F,G;F,G
C1;36;C;G;Am7;F,G;C;G;Dm7;(Dm7,Am7),F;F
|I2;16;C,Bb;F,(F,Bb);(N,C),Bb;(Bb,Am),G
A;32;C,F;C,Gs2;C,F;C,Gs2;C,F;C,Gs2;C,F;C,G
B;32;Bb;Am7;Dm7,(Em7,F);F;Dm;C;F,G;F,G
C2;36;C;G;Am7;F,G;C;G;Dm7;(Dm7,Am7),F;F
D;32;Bb;F;(N,C),(F,C);(F,C),G;Bb;F;F,G;F,G
X/A;32;C,F;C,Gs2;C,F;C,Gs2;C,F;C,Gs2;C,F;C,G
B*';36;Bb;Am7;Dm7,(Em7,F);F;Dm;C;F,G;F,G;G
C3#;32;D;A;Bm7;G,A;D;A;G;A
C1#;36;D;A;Bm7;G,A;D;A;Em7;(Em7,Bm7),G;G
I3#;32;D,C;G,(G,C);(N,D),C;G,(G,A);D,C;G,(G,C);(N,D),C;G,(G,A)
I4#>;32;D,C;G,(G,C);(N,D),C;G,(G,A);D,C;G,(G,C);(N,D),C;G,(G,A)
