I-|I;32;G6,A6;F#m7,Bm7;Em7,F#m7;GM7,A6;G6,A6;F#m7,Bm7;GM7,F#m7;E7
C2;36;G6,A6;F#m7,Bm7;Em7,F#m7;GM7,A6;G6,A6;F#m7,Bm7;GM7,F#m7;E7s4,E7;E7s2,E7
J1;32;F;F;G;G;Ab;Ab;Bb;Bb,N
A;32;Em7;Em7;CM7;CM7;Am7;Am7;D;B7
A+;32;Em7;Em7;CM7;CM7;Am7;Am7;D;B7
B;32;CM7;Bm7;A7;A7;CM7;Bm7,Em7;A7;Em,B
C2;36;G6,A6;F#m7,Bm7;Em7,F#m7;GM7,A6;G6,A6;F#m7,Bm7;GM7,F#m7;E7s4,E7;E7s2,E7
J2;32;F;F;G;G;Ab;Ab;Bb;Bb,N
A;32;Em7;Em7;CM7;CM7;Am7;Am7;D;B7
B;32;CM7;Bm7;A7;A7;CM7;Bm7,Em7;A7;Em,B
C1;32;G6,A6;F#m7,Bm7;Em7,F#m7;GM7,A6;G6,A6;F#m7,Bm7;GM7,F#m7;E7
C2;36;G6,A6;F#m7,Bm7;Em7,F#m7;GM7,A6;G6,A6;F#m7,Bm7;GM7,F#m7;E7s4,E7;E7s2,E7
X;32;Bm7;Bm7;E9*;E9*;GM7;GM7;D6,Em7;F#m7
X';32;Bm7;Bm7;E9*;E9*;GM7;GM7;D6,Em7;F#m7
C1;32;G6,A6;F#m7,Bm7;Em7,F#m7;GM7,A6;G6,A6;F#m7,Bm7;GM7,F#m7;E7
C*;32;G6,A6;F#m7,Bm7;Em7,F#m7;GM7,A6;G6,A6;F#m7,Bm7;GM7,F#m7;E7
D/C;32;G6,A6;F#m7,Bm7;Em7,F#m7;GM7,A6;G6,A6;F#m7,Bm7;GM7,F#m7;E7
D'/C;32;G6,A6;F#m7,Bm7;Em7,F#m7;GM7,A6;G6,A6;F#m7,Bm7;GM7,F#m7;E7
D"/C;32;G6,A6;F#m7,Bm7;Em7,F#m7;GM7,A6;G6,A6;F#m7,Bm7;N;N
