I;32;C;CM7;F;Gs4,G;C;C&9,(C,CM7);F;Gs4&9,(G,G6)
A1;32;C;Em7;Dm7;Fm7;Em7;Am7;Dm7;Gs2s4,G7
A2;32;C;Em7;Dm7;Fm7;Em7;Am7;Dm7;F,G
(5/4)B;44;Em;A;FM7,Em7;Dm7,G7s4;Em7;G&9,A;Dm7;Em7;F;Gs4;G
C;32;AbM7;AbM7;Gm7;F+7;Fm7;Ab&9;Gs4;G
|I;16;C;C&9,(C,CM7);F;Gs4&9,(G,G6)
A1+;32;C;Em7;Dm7;Fm7;Em7;Am7;Dm7;Gs2s4,G7
A2~+;32;Am7,Ab7;Gm;FM7;Fm7;Em7;Am7;Dm7;Gs2s4,G7
(5/4)B~;44;Em7;Am7,A;FM7,Em7;Dm7,(Dm7,G7);Em7;G&9,A;Dm7;Em7;F;Gs4;G
C*;32;AbM7;AbM7;Gm7;F+7;Fm7;Ab&9,(Ab9,C#m);Gm7;Bb&9,C7
C~;32;AbM7;AbM7;Gm7;F#7;Fm7;Ab&9;Gs4;G
I;32;C;CM7;F;Gs4,G;C;C&9,(C,CM7);F;Gs4&9,(G,G6)
L/4;8;A&9;A&9
