I/2;16;Am7;FM7;Am7;FM7
A;32;Am7;FM7,(FM7,G6);Am7;FM7,(FM7,G6);F,E7;Am7,D7;Dm7,Em7;As2s4,A
B;32;FM7,Gs2s4;Am7;FM7,Gs2s4;(Am7,G),(F6,G);FM7,Gs2s4;Am7;D,Dm;E7
C;32;Am7;G&9;Em7;CM7,Am7;Am7;G&9;Em7;Am
(1/2)D_<C;12;FM7;Em7;Am;[Am7]
I/2;16;Am7;FM7;Am7;FM7
A;32;Am7;FM7,(FM7,G6);Am7;FM7,(FM7,G6);F,E7;Am7,D7;Dm7,Em7;As2s4,A
B;32;FM7,Gs2s4;Am7;FM7,Gs2s4;(Am7,G),(F6,G);FM7,Gs2s4;Am7;D,Dm;E7
C;32;Am7;G&9;Em7;CM7,Am7;Am7;G&9;Em7;Am
(1/2)D*<C;16;FM7;Em7;Am;(Am,G),(F,N)
X;32;Am7;C6;F6,FM7;E7,Em7;Am7;C6;F6,FM7;G6,Fm6
C+;32;Am7;G&9;Em7;CM7,Am7;Am7;G&9;Em7;Am
(1/2)D~_<C;12;FM7;Em7;Am;[Am7]
I~>;32;Am7;FM7;Am7;FM7;Am7;FM7;Am7;FM7
(1/2)I~/2>;16;Am7;FM7;Am7;FM7
