(5/4)I1;40;CM7;CM7;EbM7;EbM7;CM7;CM7;EbM7;EbM7;FM7;FM7
A;32;C;Cm7;F&9,F;Fm&9,G7s4;C;Cm7;FM7;Em7,Eb6
B;32;Dm7;AbM7;Em7;A7s4,A7;F,C;Cm7,C;Dm7,D7;G
C1;32;C6;Gm7,Bb6;FM7;Fm7,G7s4;C6;Gm7,Bb6;FM7;Fm7,G7s4
(3/2)C2;48;C6;Gm7,Bb6;FM7;Fm7,G7s4;C6;Gm7,Bb6;FM7;Fm7,G7s4;C,(Fm7,Gm7);C,(Fm7,Gm7);C;C
A;32;C;Cm7;F&9,F;Fm&9,G7s4;C;Cm7;FM7;Em7,Eb6
B;32;Dm7;AbM7;Em7;A7s4,A7;F,C;Cm7,C;Dm7,D7;G
C1;32;C6;Gm7,Bb6;FM7;Fm7,G7s4;C6;Gm7,Bb6;FM7;Fm7,G7s4
(5/4)C3;40;C6;Gm7,Bb6;FM7;Fm7,G7s4;C6;Gm7,Bb6;FM7;Fm7,G7s4;AbM7;AbM7
(5/4)I2';40;AbM7;AbM7;BM7;BM7;AbM7;AbM7;BM7;BM7;FM7;FM7
X1/C;32;C6;Gm7,Bb6;FM7;Fm7,G7s4;C6;Gm7,Bb6;FM7;Fm7,G7s4
X2/C;32;C6;Gm7,Bb6;FM7;Fm7,G7s4;C6;Gm7,Bb6;FM7;Fm7,G7s4
C1;32;C6;Gm7,Bb6;FM7;Fm7,G7s4;C6;Gm7,Bb6;FM7;Fm7,G7s4
(3/2)C*;52;C6;Gm7,Bb6;FM7;Fm7,G7s4;C6;Gm7,Bb6;FM7;Fm7,G7s4;C,(Fm7,Gm7);C,(Fm7,Gm7);C,(Fm7,Gm7);C,(Fm7,Gm7);C,N
