-;4;N
I;32;G;G;G;G;G;G;G;(G,C),C
J0/A;32;G,C;G,C;G,C;C;G,C;G,C;G,C;C
A-;32;G,C;G,C;G,C;C;G,C;G,C;G,C;C
A;32;G,C;G,C;G,C;C;G,C;G,C;G,C;C
B1;32;C;Eb;G;G;C;Eb;G;G
A;32;G,C;G,C;G,C;C;G,C;G,C;G,C;C
B2;32;C;Eb;G;G;C;Eb;B;D
C1;32;G;Am;CM7;D;G;Am;CM7;D
C2;32;G;Am;CM7;D;G;Am;CM7;D,N
J0/A;32;G,C;G,C;G,C;C;G,C;G,C;G,C;C
A';32;G,C;G,C;G,C;C;G,C;G,C;G,C;C
A;32;G,C;G,C;G,C;C;G,C;G,C;G,C;C
B2;32;C;Eb;G;G;C;Eb;B;D
C1;32;G;Am;CM7;D;G;Am;CM7;D
C2;32;G;Am;CM7;D;G;Am;CM7;D,N
J0-;32;G,C;G,C;G,C;C;G,C;G,C;G,C;C
K/2>;16;G;G;G;G
