(3/2)I;24;Abm;F#6;EM7;F#;F#;Eb
C;28;Abm;E;B;Eb;Abm;E;F#,Eb;[Abm]
D;32;Abm;F#6;C#9*;EM7,F#;Abm;F#6;C#9*;EM7,F#
E;32;Cm;Cm,(Cm,F);Cm;Cm,(Cm,Bb&9);Cm;Cm,(Cm,F);Ab&9,Bb&9;Cm
F;32;Ab;Eb;G7;Cm;Ab;Eb;G;Eb
C;28;Abm;E;B;Eb;Abm;E;F#,Eb;[Abm]
|D;16;Abm;F#6;C#9*;EM7,F#
E;32;Cm;Cm,(Cm,F);Cm;Cm,(Cm,Bb&9);Cm;Cm,(Cm,F);Ab&9,Bb&9;Cm
F;32;Ab;Eb;G7;Cm;Ab;Eb;G;Eb
C*;36;Abm;E;B;Eb;Abm;E;F#,Eb;Abm,Abm7;Abm6,(EM7,Eb)
(5/4)X/E#;44;Ebm;Ebm,(Ebm,Ab);Ebm;Ebm,(Ebm,C#&9);Ebm;Ebm,(Ebm,Ab);C#,F#;B,E;A,D;Eb;Eb
F;32;Ab;Eb;G7;Cm;Ab;Eb;G;Eb
C;28;Abm;E;B;Eb;Abm;E;F#,Eb;[Abm]
C;28;Abm;E;B;Eb;Abm;E;F#,Eb;[Abm]
D~*;34;Abm;F#6;C#9*;EM7,F#;Abm;F#6;C#9*;EM7,F#;F#,%
-;4;(Abm,N),N
