I-|I/C;32;Gm7;C9*;EbM7;Dm7;Gm7;C9*;EbM7;Dm7
C;32;Gm7;C9*;EbM7;Dm7;Gm7;C9*;EbM7;Dm7
D/2;16;Gm7;Gm7,(Gm7,C&9);Gm7;Gm7,(C7,N)
A;32;Gm7;Gm7,(Gm7,C&9);Gm7;Gm7,(Gm7,Am7);Gm7;Gm7,(Gm7,C&9);Gm7;Fm7,Bb7
B;32;Cm7;F7,F+;BbM7;G7;Cm7;F7,F+;BbM7;D7+,Dm7
C;32;Gm7;C9*;EbM7;Dm7;Gm7;C9*;EbM7;Dm7
D/2;16;Gm7;Gm7,(Gm7,C&9);Gm7;Gm7,(C7,N)
A;32;Gm7;Gm7,(Gm7,C&9);Gm7;Gm7,(Gm7,Am7);Gm7;Gm7,(Gm7,C&9);Gm7;Fm7,Bb7
B;32;Cm7;F7,F+;BbM7;G7;Cm7;F7,F+;BbM7;D7+,Dm7
C;32;Gm7;C9*;EbM7;Dm7;Gm7;C9*;EbM7;Dm7
D/2;16;Gm7;Gm7,(Gm7,C&9);Gm7;Gm7,(C7,N)
C0;32;Gm7;C9*;EbM7;Dm7;Gm7;C9*;EbM7;Dm7
-;4;Gm7
