I-/2;16;E;E,(E,Bm);E;E,(E,Bm)
I;32;E;E,(E,Bm);E;E,(E,Bm);E;E,(E,Bm);E;E,(E,Bm)
A0;32;E;E,(E,Bm);E;E,(E,Bm);E;E,(E,Bm);E;E,(E,Bm)
B;32;G;A;E;E;G;A;Bs4;(B,N),N
C1;32;E;E;D;C#m;Ab;C#,B;F#7;B
C2-;36;E;E;D;C#m;Ab;C#,B;F#,B;E;Es4,(Es4,E)
I/2;16;E;E,(E,Bm);E;E,(E,Bm)
A0;32;E;E,(E,Bm);E;E,(E,Bm);E;E,(E,Bm);E;E,(E,Bm)
B;32;G;A;E;E;G;A;Bs4;(B,N),N
C1;32;E;E;D;C#m;Ab;C#,B;F#7;B
C2;36;E;E;D;C#m;Ab;C#,B;F#,B;E;Es4,(Es4,E)
J0;32;E;D;Em;D;E;D;Em;D
Y/B*;32;G;A;E;E;G;A;G;(B,N),N
C1;32;E;E;D;C#m;Ab;C#,B;F#7;B6
C2;36;E;E;D;C#m;Ab;C#,B;F#,B;E;Es4,(Es4,E)
I+;32;E;E,(E,Bm);E;E,(E,Bm);E;E,(E,Bm);E;E,(E,Bm)
I+>;32;E;E,(E,Bm);E;E,(E,Bm);E;E,(E,Bm);N;N
