(5/4)I-|I;40;C;G;Am;G;F;C;F;G7;C;G7
A1;32;C;FM7;G;E7;Am;Em;F;F&9,G7
A2;32;C;FM7;G;E7;Am;Em;F;F&9,F6
(5/4)B;40;Em7;Em7;F6;FM7;Em7;Em7;F;G;F;G,G7
C;32;C;E;Am;Am;C;E;Am;Am
D_;24;F;C;F;C;F;G;[C];[C]
(5/4)I;40;C;G;Am;G;F;C;F;G7;C;G7
A1;32;C;FM7;G;E7;Am;Em;F;F&9,G7
A2;32;C;FM7;G;E7;Am;Em;F;F&9,F6
(5/4)B;40;Em7;Em7;F6;FM7;Em7;Em7;F;G;F;G,G7
C;32;C;E;Am;Am;C;E;Am;Am
D_;24;F;C;F;C;F;G;[C];[C]
X;32;F;C;Cm;D;Am;E+;C;D
Y<X;32;F;F;G;G;As4;As4;A;A
C;32;C;E;Am;Am;C;E;Am;Am
D_;24;F;C;F;C;F;G;[C];[C]
E|D_;24;Am;E+;C;Am6;F;G;[C];[C]
(5/4)I-|I;40;C;G;Am;G;F;C;F;G7;C;G7
L/2;16;C;C;C;C
