H;8;N;N
I1;36;C#m,A;E,B;E,A;Bs4,B;C#m,A;E,B;F#m,(F#m,E);As2;As2
A1;32;As2;Es2;B7s4;B7s4;As2;Es2;B7s4;B7s4
A1;32;As2;Es2;B7s4;B7s4;As2;Es2;B7s4;B7s4
A1';32;As2;Es2;B7s4;B7s4;As2;Es2;B7s4;B7s4
B<A;32;As2;Es2;B7s4;B7s4;Es2;E;As2;B7s4
C;32;A;A;B;Bs4;A;A;B;B
D<C;32;A;A;B;Bs4;C#m;B;A6;Bs4
J/2;16;E;E;As2;B7s4
A;32;As2;Es2;B7s4;B7s4;As2;Es2;B7s4;B7s4
B<A;32;As2;Es2;B7s4;B7s4;Es2;E;As2;B7s4
C;32;A;A;B;Bs4;A;A;B;B
D<C;32;A;A;B;Bs4;C#m;B;A6;Bs4
E;32;C#m;A6;E;B;C#m;A6;E;B7,A
(3/2)X;48;E,B;C#m,A6;E,A;(B7s4,B7),B7;C#m,A6;E,B;E,A;(B7s4,B7),B7;Ab7,C;C;CM7;C6
Y;36;As2;Es2;As2;B7s4;As2;Es2;As2;B7s4;B7s4
C;32;A;A;B;Bs4;A;A;B;B
D<C;32;A;A;B;Bs4;C#m;B;A6;Bs4
J~;32;E;E;As2;B7s4;E;E;As2;B7s4
I2;32;C#m,A;E,B;E,A;Bs4,B;C#m,A;E,B;E,A;B7s4,B7
L/2;16;E;E;E,N;N
